experiment,pulse,t,v_filter,v
7,0,245032,512,513
7,0,246035,512,513
7,0,247037,512,514
7,0,248040,512,512
7,0,249042,512,512
7,0,250045,512,513
7,0,251047,512,512
7,0,252051,512,511
7,0,253053,512,510
7,0,254056,512,510
7,0,255058,512,511
7,0,256061,512,511
7,0,257063,512,511
7,0,258066,512,510
7,0,259068,512,511
7,0,260071,512,511
7,0,261074,512,512
7,0,262077,512,510
7,0,263079,510,509
7,0,264082,510,511
7,0,265084,510,511
7,0,266087,510,511
7,0,267089,510,510
7,0,268092,510,510
7,0,269095,510,511
7,0,270098,510,511
7,0,271100,510,511
7,0,272103,510,509
7,0,273105,510,509
7,0,274108,510,510
7,0,275110,510,510
7,0,276113,510,510
7,0,277115,510,509
7,0,278119,510,511
7,0,279121,510,511
7,0,280124,510,510
7,0,281126,510,508
7,0,282129,510,508
7,0,283131,510,510
7,0,284133,510,509
7,0,285136,510,508
7,0,286138,510,507
8,1,801,510,511
8,1,1804,512,513
8,1,2806,513,515
8,1,3809,514,514
8,1,4811,514,511
8,1,5814,512,512
8,1,6816,512,513
8,1,7819,514,515
8,1,8821,514,513
8,1,9824,512,511
8,1,10826,512,513
8,1,11830,512,515
8,1,12832,514,514
8,1,13835,513,511
8,1,14837,512,511
8,1,15840,512,514
8,0,16842,512,513
8,0,17845,516,518
8,0,18847,520,522
8,0,19850,526,527
8,0,20852,528,530
8,0,21855,530,531
8,0,22857,530,532
8,0,23860,532,534
8,0,24862,532,534
8,0,25865,534,535
8,0,26867,534,534
8,0,27871,534,535
8,0,28873,534,536
8,0,29876,536,537
8,0,30878,536,535
8,0,31881,536,535
8,0,32883,536,537
8,0,33886,536,537
8,0,34888,536,537
8,0,35891,536,537
8,0,36893,536,538
8,0,37896,538,539
8,0,38898,538,539
8,0,39901,538,538
8,0,40903,538,539
8,0,41907,538,540
8,0,42909,538,539
8,0,43912,538,538
8,0,44914,538,538
8,0,45917,538,540
8,0,46919,538,540
8,0,47922,538,540
8,0,48924,538,539
8,0,49927,538,540
8,0,50929,540,540
8,0,51932,540,540
8,0,52934,540,538
8,0,53937,540,538
8,0,54939,540,540
8,0,55942,540,540
8,0,56944,540,539
8,0,57948,540,538
8,0,58950,540,539
8,0,59953,540,539
8,0,60955,540,539
8,0,61958,540,538
8,0,62960,538,537
8,0,63963,538,539
8,0,64965,538,538
8,0,65968,538,537
8,0,66970,538,537
8,0,67973,538,538
8,0,68975,538,538
8,0,69978,538,537
8,0,70980,538,536
8,0,71983,538,537
8,0,72985,538,536
8,0,73988,538,536
8,0,74991,536,535
8,0,75994,536,535
8,0,76996,536,536
8,0,77999,536,536
8,0,79001,536,535
8,0,80004,536,535
8,0,81006,536,536
8,0,82009,536,536
8,0,83011,536,534
8,0,84014,536,534
8,0,85016,536,535
8,0,86019,536,535
8,0,87021,536,534
8,0,88024,534,534
8,0,89026,534,535
8,0,90029,534,535
8,0,91031,534,535
8,0,92035,534,533
8,0,93037,534,533
8,0,94040,534,534
8,0,95042,534,534
8,0,96045,534,532
8,0,97047,534,532
8,0,98050,534,534
8,0,99052,534,533
8,0,100055,534,532
8,0,101057,532,531
8,0,102060,532,533
8,0,103062,532,533
8,0,104065,532,532
8,0,105068,532,531
8,0,106071,532,532
8,0,107073,532,532
8,0,108076,532,532
8,0,109078,532,531
8,0,110081,532,530
8,0,111083,532,532
8,0,112086,532,532
8,0,113088,532,530
8,0,114091,532,530
8,0,115094,532,532
8,0,116097,532,532
8,0,117099,532,530
8,0,118102,532,530
8,0,119104,532,531
8,0,120107,532,531
8,0,121109,532,529
8,0,122112,530,528
8,0,123115,530,529
8,0,124118,530,530
8,0,125120,530,530
8,0,126123,530,530
8,0,127125,530,529
8,0,128128,530,531
8,0,129130,530,531
8,0,130132,530,529
8,0,131135,530,529
8,0,132139,530,529
8,0,133141,530,529
8,0,134144,530,529
8,0,135146,530,529
8,0,136148,530,530
8,0,137151,530,530
8,0,138153,530,529
8,0,139156,530,528
8,0,140158,530,529
8,0,141162,530,529
8,0,142164,530,529
8,0,143167,530,528
8,0,144169,529,528
8,0,145172,528,529
8,0,146174,528,529
8,0,147177,528,527
8,0,148179,528,527
8,0,149182,528,528
8,0,150184,528,528
8,0,151188,528,526
8,0,152190,528,525
8,0,153193,528,527
8,0,154195,528,527
8,0,155198,528,528
8,0,156200,528,526
8,0,157203,528,526
8,0,158205,528,527
8,0,159208,528,527
8,0,160211,528,526
8,0,161214,527,525
8,0,162216,526,526
8,0,163219,526,526
8,0,164221,526,524
8,0,165224,526,524
8,0,166226,526,526
8,0,167229,526,526
8,0,168231,526,526
8,0,169235,526,524
8,0,170237,526,524
8,0,171240,526,525
8,0,172242,526,525
8,0,173245,526,524
8,0,174247,526,524
8,0,175250,526,526
8,0,176252,526,525
8,0,177255,526,524
8,0,178257,524,524
8,0,179261,524,524
8,0,180263,524,524
8,0,181266,524,524
8,0,182268,524,522
8,0,183271,524,523
8,0,184273,524,524
8,0,185276,524,523
8,0,186278,524,522
8,0,187281,524,522
8,0,188284,524,523
8,0,189287,524,524
8,0,190289,524,523
8,0,191292,522,521
8,0,192294,522,522
8,0,193297,522,522
8,0,194299,522,522
8,0,195302,522,521
8,0,196304,522,521
8,0,197308,522,523
8,0,198310,522,523
8,0,199313,522,522
8,0,200315,522,522
8,0,201318,522,522
8,0,202320,522,523
8,0,203323,522,521
8,0,204325,522,520
8,0,205328,522,522
8,0,206331,522,522
8,0,207334,522,521
8,0,208336,522,520
8,0,209339,522,521
8,0,210341,522,522
8,0,211344,522,522
8,0,212346,522,520
8,0,213349,522,521
8,0,214351,522,522
8,0,215354,522,521
8,0,216357,522,520
8,0,217360,520,520
8,0,218362,520,521
8,0,219365,520,520
8,0,220367,520,519
8,0,221370,520,519
8,0,222372,520,520
8,0,223375,520,520
8,0,224377,520,519
8,0,225381,520,518
8,0,226383,520,520
8,0,227386,520,519
8,0,228388,518,518
8,0,229391,518,518
8,0,230393,518,518
8,0,231396,518,519
8,0,232398,518,518
8,0,233401,518,518
8,0,234404,518,518
8,0,235407,518,518
8,0,236409,518,517
8,0,237412,518,516
8,0,238414,518,518
8,0,239417,518,519
8,0,240419,518,517
8,0,241422,518,517
8,0,242424,518,518
8,0,243428,518,519
8,0,244430,518,518
8,0,245433,518,517
8,0,246435,518,518
8,0,247438,518,517
8,0,248440,518,517
8,0,249443,518,516
8,0,250445,516,515
8,0,251448,516,517
8,0,252451,516,516
8,0,253454,516,515
8,0,254456,516,514
8,0,255459,516,516
8,0,256461,516,516
8,0,257464,516,515
8,0,258466,516,516
8,0,259469,516,516
8,0,260472,516,516
8,0,261475,516,516
8,0,262477,516,514
8,0,263480,516,514
8,0,264482,516,516
8,0,265485,516,516
8,0,266487,516,514
8,0,267490,515,513
8,0,268492,514,514
8,0,269496,514,514
8,0,270498,514,514
8,0,271501,514,513
8,0,272503,514,512
8,0,273506,514,514
8,0,274508,514,514
8,0,275511,514,513
8,0,276513,514,513
8,0,277516,514,513
8,0,278519,514,514
8,0,279522,514,513
8,0,280524,514,512
8,0,281527,514,512
8,0,282529,514,513
8,0,283532,514,513
8,0,284534,514,513
8,0,285537,514,512
8,0,286539,514,512
8,0,287543,514,513
8,0,288545,514,513
8,0,289548,514,512
8,0,290550,512,511
8,0,291553,512,512
8,0,292555,512,512
8,0,293558,512,512
8,0,294560,512,510
8,0,295563,512,510
8,0,296566,512,512
8,0,297569,512,512
8,0,298571,512,510
8,0,299574,512,511
8,0,300576,512,512
8,0,301579,512,512
8,0,302581,512,512
8,0,303584,512,510
8,0,304586,512,510
8,0,305590,512,510
8,0,306592,512,510
8,0,307595,512,509
8,0,308597,510,509
8,0,309600,510,510
8,0,310602,510,510
8,0,311605,510,510
8,0,312607,510,509
8,0,313611,510,509
8,0,314613,510,510
8,0,315616,510,509
8,0,316618,510,509
8,0,317621,510,508
8,0,318623,510,509
8,0,319626,510,509
8,0,320628,510,509
8,0,321631,510,508
8,0,322633,510,508
8,0,323637,510,509
8,0,324639,510,510
8,0,325642,510,509
9,1,601,512,513
9,1,1603,512,514
9,1,2606,514,513
9,1,3608,512,511
9,1,4611,512,511
9,1,5613,512,513
9,1,6616,513,514
9,1,7618,514,512
9,1,8621,512,511
9,1,9623,512,512
9,1,10626,512,513
9,1,11628,512,512
9,1,12631,512,511
9,1,13633,512,511
9,1,14636,512,513
9,1,15638,514,515
9,1,16642,514,516
9,1,17644,518,519
9,0,18647,521,523
9,0,19649,526,528
9,0,20652,528,530
9,0,21654,528,530
9,0,22657,530,531
9,0,23659,532,533
9,0,24662,533,534
9,0,25664,534,534
9,0,26667,534,535
9,0,27669,536,537
9,0,28672,536,538
9,0,29674,538,538
9,0,30677,538,539
9,0,31680,538,540
9,0,32683,540,541
9,0,33685,540,541
9,0,34688,540,540
9,0,35690,540,540
9,0,36693,540,541
9,0,37695,540,541
9,0,38698,540,539
9,0,39700,540,540
9,0,40703,540,542
9,0,41705,540,543
9,0,42708,542,542
9,0,43710,542,542
9,0,44713,542,543
9,0,45716,542,544
9,0,46719,542,543
9,0,47721,542,542
9,0,48724,542,542
9,0,49726,542,544
9,0,50729,542,544
9,0,51731,542,543
9,0,52734,542,542
9,0,53736,542,544
9,0,54739,544,544
9,0,55741,544,544
9,0,56744,544,542
9,0,57746,542,542
9,0,58749,542,543
9,0,59751,542,543
9,0,60754,542,542
9,0,61756,542,542
9,0,62760,542,543
9,0,63762,542,544
9,0,64765,542,543
9,0,65767,542,542
9,0,66770,542,543
9,0,67772,542,543
9,0,68775,542,541
9,0,69777,542,540
9,0,70780,540,540
9,0,71782,540,541
9,0,72785,540,541
9,0,73787,540,539
9,0,74790,540,539
9,0,75792,540,540
9,0,76795,540,541
9,0,77797,540,540
9,0,78800,540,540
9,0,79803,540,541
9,0,80806,540,540
9,0,81808,540,539
9,0,82811,540,539
9,0,83813,540,540
9,0,84816,540,539
9,0,85818,540,540
9,0,86821,540,538
9,0,87823,540,540
9,0,88826,540,540
9,0,89828,540,540
9,0,90831,540,538
9,0,91833,540,538
9,0,92836,540,539
9,0,93838,540,539
9,0,94841,538,536
9,0,95843,538,537
9,0,96847,538,539
9,0,97849,538,538
9,0,98852,538,537
9,0,99854,538,537
9,0,100857,538,537
9,0,101859,538,537
9,0,102861,538,535
9,0,103864,536,535
9,0,104866,536,536
9,0,105869,536,536
9,0,106871,536,535
9,0,107875,536,534
9,0,108877,536,535
9,0,109880,536,536
9,0,110882,536,535
9,0,111885,536,534
9,0,112887,534,535
9,0,113890,534,535
9,0,114892,534,535
9,0,115895,534,533
9,0,116898,534,535
9,0,117901,534,535
9,0,118903,534,535
9,0,119906,534,534
9,0,120908,534,534
9,0,121911,534,535
9,0,122913,534,535
9,0,123916,534,533
9,0,124918,534,533
9,0,125922,534,533
9,0,126924,534,534
9,0,127927,534,532
9,0,128929,534,532
9,0,129932,534,533
9,0,130934,534,534
9,0,131937,534,533
9,0,132939,534,533
9,0,133942,534,534
9,0,134945,534,533
9,0,135948,534,532
9,0,136950,534,532
9,0,137953,532,533
9,0,138955,532,533
9,0,139958,532,532
9,0,140960,532,531
9,0,141963,532,532
9,0,142965,532,532
9,0,143969,532,533
9,0,144971,532,531
9,0,145974,532,531
9,0,146976,532,532
9,0,147979,532,532
9,0,148981,532,531
9,0,149984,532,530
9,0,150986,532,531
9,0,151989,532,531
9,0,152992,532,530
9,0,153995,532,530
9,0,154997,532,531
9,0,156000,532,531
9,0,157002,532,531
9,0,158005,530,529
9,0,159007,530,529
9,0,160010,530,530
9,0,161012,530,530
9,0,162016,530,529
9,0,163018,530,528
9,0,164021,530,530
9,0,165023,530,530
9,0,166026,530,529
9,0,167028,530,528
9,0,168031,530,529
9,0,169033,530,529
9,0,170036,530,529
9,0,171039,530,528
9,0,172042,530,529
9,0,173044,530,529
9,0,174047,530,529
9,0,175049,528,527
9,0,176052,528,527
9,0,177054,528,528
9,0,178057,528,529
9,0,179059,528,527
9,0,180062,528,527
9,0,181065,528,528
9,0,182068,528,528
9,0,183070,528,528
9,0,184073,528,527
9,0,185075,528,527
9,0,186078,528,529
9,0,187080,528,528
9,0,188083,528,527
9,0,189085,528,527
9,0,190089,528,528
9,0,191091,528,528
9,0,192094,528,527
9,0,193096,528,526
9,0,194099,526,526
9,0,195101,526,527
9,0,196104,526,527
9,0,197106,526,525
9,0,198109,526,525
9,0,199112,526,526
9,0,200115,526,526
9,0,201117,526,525
9,0,202120,526,525
9,0,203122,526,525
9,0,204125,526,526
9,0,205127,526,526
9,0,206130,526,525
9,0,207132,526,524
9,0,208135,526,526
9,0,209138,526,525
9,0,210141,526,524
9,0,211143,524,524
9,0,212146,524,525
9,0,213148,524,525
9,0,214151,524,526
9,0,215153,524,524
9,0,216156,524,525
9,0,217159,524,526
9,0,218162,524,525
9,0,219164,524,524
9,0,220167,524,523
9,0,221169,524,523
9,0,222172,524,524
9,0,223174,524,524
9,0,224177,524,523
9,0,225179,524,523
9,0,226183,524,523
9,0,227185,524,523
9,0,228188,524,522
9,0,229190,522,521
9,0,230193,522,521
9,0,231195,522,522
9,0,232198,522,523
9,0,233200,522,521
9,0,234203,522,521
9,0,235206,522,523
9,0,236209,522,523
9,0,237211,522,521
9,0,238214,522,521
9,0,239216,522,522
9,0,240219,522,522
9,0,241221,522,522
9,0,242224,522,520
9,0,243226,522,520
9,0,244229,522,522
9,0,245232,522,522
9,0,246235,522,521
9,0,247237,522,520
9,0,248240,522,520
9,0,249242,522,521
9,0,250245,522,521
9,0,251247,520,520
9,0,252250,520,519
9,0,253252,520,521
9,0,254256,520,521
9,0,255258,520,521
9,0,256261,520,519
9,0,257263,520,519
9,0,258266,520,520
9,0,259268,520,520
9,0,260271,520,519
9,0,261273,520,518
9,0,262276,520,520
9,0,263279,520,520
9,0,264282,520,520
9,0,265284,519,517
9,0,266287,518,517
9,0,267289,518,519
9,0,268292,518,519
9,0,269294,518,517
9,0,270297,518,517
9,0,271299,518,519
9,0,272303,518,519
9,0,273305,518,518
9,0,274308,518,517
9,0,275310,518,517
9,0,276313,518,518
9,0,277315,518,518
9,0,278318,518,517
9,0,279320,518,517
9,0,280323,518,518
9,0,281326,518,518
9,0,282329,518,517
9,0,283331,518,516
9,0,284334,518,517
9,0,285336,518,516
9,0,286339,518,516
9,0,287341,516,515
9,0,288344,516,515
9,0,289346,516,517
9,0,290350,516,517
9,0,291352,516,515
9,0,292355,516,515
9,0,293357,516,516
9,0,294360,516,516
9,0,295362,516,516
9,0,296365,516,515
9,0,297367,516,516
9,0,298370,516,517
9,0,299373,516,517
9,0,300376,516,515
9,0,301378,516,514
9,0,302381,516,516
9,0,303383,516,515
9,0,304386,515,514
9,0,305388,514,513
9,0,306391,514,514
9,0,307393,514,515
9,0,308397,514,514
9,0,309399,514,514
9,0,310402,514,514
9,0,311404,514,515
9,0,312407,514,514
9,0,313409,514,513
9,0,314412,514,513
9,0,315414,514,514
9,0,316417,514,514
9,0,317420,514,513
9,0,318423,514,513
9,0,319425,514,513
9,0,320428,514,513
9,0,321430,514,513
9,0,322433,512,511
9,0,323435,512,511
9,0,324438,512,513
9,0,325440,512,512
9,0,326444,512,511
9,0,327446,512,511
9,0,328449,512,512
9,0,329451,512,512
9,0,330454,512,513
9,0,331456,512,511
9,0,332459,512,512
9,0,333461,512,512
9,0,334464,512,512
9,0,335467,512,510
9,0,336470,512,510
9,0,337472,510,511
9,0,338475,510,511
9,0,339477,510,509
9,0,340480,510,509
9,0,341482,510,510
9,0,342485,510,510
9,0,343488,510,510
9,0,344491,510,509
9,0,345493,510,510
9,0,346496,510,510
9,0,347498,510,511
9,0,348501,510,509
9,0,349503,510,509
9,0,350506,510,510
9,0,351508,510,510
9,0,352512,510,508
9,0,353514,510,508
9,0,354517,510,509
9,0,355519,510,509
9,0,356522,510,508
9,0,357524,510,508
9,0,358527,510,509
9,0,359529,510,509
9,0,360532,510,508
9,0,361534,510,508
9,0,362538,510,510
9,0,363540,510,510
9,0,364543,510,508
9,0,365545,510,507
10,1,0,510,512
10,1,1002,510,512
10,1,2005,512,515
10,1,3007,514,515
10,1,4010,514,512
10,1,5013,512,512
10,1,6016,512,513
10,1,7018,512,514
10,1,8021,512,511
10,1,9023,512,510
10,1,10026,512,512
10,1,11028,512,514
10,1,12031,512,511
10,1,13033,512,510
10,1,14036,512,512
10,1,15038,512,514
10,1,16042,512,514
10,1,17044,514,516
10,1,18047,521,523
10,1,19049,526,528
10,0,20052,528,526
10,0,21054,528,528
10,0,22057,530,532
10,0,23059,532,535
10,0,24062,534,535
10,0,25065,534,536
10,0,26068,538,539
10,0,27070,540,541
10,0,28073,540,540
10,0,29075,540,540
10,0,30078,540,542
10,0,31080,542,544
10,0,32083,542,544
10,0,33086,542,543
10,0,34089,542,544
10,0,35091,544,545
10,0,36094,544,545
10,0,37096,544,544
10,0,38099,544,544
10,0,39101,544,545
10,0,40104,544,545
10,0,41107,544,544
10,0,42110,544,545
10,0,43112,546,546
10,0,44115,546,546
10,0,45117,546,545
10,0,46120,546,544
10,0,47122,546,546
10,0,48124,546,546
10,0,49127,546,546
10,0,50131,546,545
10,0,51133,546,546
10,0,52136,546,546
10,0,53138,546,545
10,0,54140,544,544
10,0,55143,544,544
10,0,56145,544,546
10,0,57148,544,546
10,0,58150,544,544
10,0,59154,544,545
10,0,60156,546,547
10,0,61159,546,547
10,0,62161,546,546
10,0,63164,546,545
10,0,64166,546,547
10,0,65169,546,546
10,0,66171,546,546
10,0,67174,546,544
10,0,68177,546,544
10,0,69180,546,545
10,0,70182,546,545
10,0,71185,545,543
10,0,72187,544,542
10,0,73190,544,543
10,0,74192,544,543
10,0,75195,544,544
10,0,76197,544,542
10,0,77201,542,541
10,0,78203,542,542
10,0,79206,542,541
10,0,80208,542,540
10,0,81211,542,540
10,0,82213,542,542
10,0,83216,542,542
10,0,84218,542,542
10,0,85221,542,540
10,0,86224,542,540
10,0,87227,542,542
10,0,88229,542,542
10,0,89232,542,541
10,0,90234,542,541
10,0,91237,542,542
10,0,92239,542,542
10,0,93242,542,542
10,0,94244,542,541
10,0,95247,542,539
10,0,96250,540,540
10,0,97253,540,541
10,0,98255,540,540
10,0,99258,540,539
10,0,100260,540,541
10,0,101263,540,541
10,0,102265,540,542
10,0,103269,540,540
10,0,104271,540,540
10,0,105274,540,541
10,0,106276,540,541
10,0,107279,540,540
10,0,108281,540,540
10,0,109285,540,541
10,0,110287,540,541
10,0,111290,540,539
10,0,112292,540,538
10,0,113295,540,540
10,0,114297,540,540
10,0,115300,540,539
10,0,116303,540,539
10,0,117306,540,540
10,0,118308,540,540
10,0,119311,540,539
10,0,120313,540,538
10,0,121316,540,540
10,0,122319,540,540
10,0,123322,540,539
10,0,124324,540,538
10,0,125327,540,540
10,0,126329,540,539
10,0,127332,540,539
10,0,128335,538,538
10,0,129338,538,539
10,0,130340,538,539
10,0,131343,538,540
10,0,132345,538,537
10,0,133348,538,537
10,0,134351,538,538
10,0,135354,538,539
10,0,136356,538,537
10,0,137359,538,537
10,0,138361,538,538
10,0,139364,538,538
10,0,140367,538,537
10,0,141370,538,536
10,0,142372,538,537
10,0,143375,538,537
10,0,144377,538,538
10,0,145380,538,536
10,0,146382,538,536
10,0,147386,538,537
10,0,148388,538,537
10,0,149391,538,536
10,0,150393,536,536
10,0,151396,536,537
10,0,152398,536,536
10,0,153402,536,536
10,0,154404,536,535
10,0,155407,536,535
10,0,156409,536,536
10,0,157412,536,535
10,0,158414,536,534
10,0,159418,534,533
10,0,160420,534,535
10,0,161423,534,535
10,0,162425,534,535
10,0,163428,534,534
10,0,164430,534,534
10,0,165434,534,535
10,0,166436,534,536
10,0,167439,534,534
10,0,168441,534,534
10,0,169444,534,535
10,0,170446,534,535
10,0,171449,534,534
10,0,172452,534,533
10,0,173455,534,533
10,0,174457,534,534
10,0,175460,534,534
10,0,176462,534,532
10,0,177465,532,531
10,0,178468,532,532
10,0,179471,532,533
10,0,180473,532,532
10,0,181476,532,531
10,0,182478,532,532
10,0,183481,532,533
10,0,184484,532,533
10,0,185487,532,531
10,0,186489,532,531
10,0,187492,532,533
10,0,188494,532,533
10,0,189497,532,531
10,0,190500,532,531
10,0,191503,532,531
10,0,192505,532,531
10,0,193508,532,531
10,0,194510,532,530
10,0,195513,530,530
10,0,196516,530,531
10,0,197519,530,531
10,0,198521,530,529
10,0,199524,530,529
10,0,200526,530,530
10,0,201529,530,531
10,0,202532,530,529
10,0,203535,530,529
10,0,204537,530,530
10,0,205540,530,530
10,0,206542,530,530
10,0,207545,530,529
10,0,208547,530,529
10,0,209551,530,530
10,0,210553,530,530
10,0,211556,530,529
10,0,212558,530,529
10,0,213561,530,529
10,0,214563,530,529
10,0,215567,530,528
10,0,216569,530,528
10,0,217572,530,529
10,0,218574,530,529
10,0,219577,530,528
10,0,220579,528,526
10,0,221583,528,527
10,0,222585,528,528
10,0,223588,528,528
10,0,224590,528,527
10,0,225593,528,527
10,0,226595,528,528
10,0,227598,528,528
10,0,228601,528,527
10,0,229604,528,526
10,0,230606,528,528
10,0,231609,528,527
10,0,232611,528,527
10,0,233614,526,525
10,0,234617,526,525
10,0,235620,526,527
10,0,236622,526,527
10,0,237625,526,525
10,0,238627,526,525
10,0,239630,526,526
10,0,240633,526,526
10,0,241636,526,525
10,0,242638,526,525
10,0,243641,526,526
10,0,244643,526,526
10,0,245646,526,525
10,0,246648,526,524
10,0,247652,526,524
10,0,248654,526,525
10,0,249657,526,525
10,0,250659,526,523
10,0,251662,524,523
10,0,252664,524,524
10,0,253668,524,524
10,0,254670,524,523
10,0,255673,524,523
10,0,256675,524,524
10,0,257678,524,524
10,0,258680,524,522
10,0,259684,524,522
10,0,260686,524,523
10,0,261689,524,524
10,0,262691,524,524
10,0,263694,524,522
10,0,264696,522,522
10,0,265699,522,523
10,0,266702,522,523
10,0,267705,522,522
10,0,268707,522,522
10,0,269710,522,523
10,0,270712,522,522
10,0,271715,522,521
10,0,272718,522,520
10,0,273721,522,522
10,0,274723,522,521
10,0,275726,522,520
10,0,276728,522,520
10,0,277731,522,521
10,0,278734,522,521
10,0,279737,522,520
10,0,280739,522,520
10,0,281742,522,521
10,0,282744,522,522
10,0,283747,522,520
10,0,284749,522,521
10,0,285753,522,521
10,0,286755,522,521
10,0,287758,522,520
10,0,288760,520,519
10,0,289763,520,520
10,0,290765,520,520
10,0,291769,520,520
10,0,292771,520,519
10,0,293774,520,519
10,0,294776,520,520
10,0,295779,520,520
10,0,296781,520,518
10,0,297785,518,518
10,0,298787,518,518
10,0,299790,518,518
10,0,300792,518,517
10,0,301795,518,518
10,0,302797,518,519
10,0,303800,518,519
10,0,304803,518,518
10,0,305806,518,517
10,0,306808,518,518
10,0,307811,518,518
10,0,308813,518,517
10,0,309816,518,517
10,0,310819,518,517
10,0,311822,518,518
10,0,312824,518,517
10,0,313827,518,517
10,0,314829,518,518
10,0,315832,518,518
10,0,316835,518,516
10,0,317838,516,516
10,0,318840,516,516
10,0,319843,516,515
10,0,320845,516,514
10,0,321848,516,515
10,0,322851,516,516
10,0,323854,516,516
10,0,324856,516,515
10,0,325859,516,515
10,0,326861,516,516
10,0,327864,516,516
10,0,328867,516,514
10,0,329870,516,515
10,0,330872,516,516
10,0,331875,516,515
10,0,332877,516,514
10,0,333880,516,514
10,0,334882,516,515
10,0,335886,516,515
10,0,336888,514,513
10,0,337891,514,514
10,0,338893,514,514
10,0,339896,514,514
10,0,340898,514,513
10,0,341902,514,513
10,0,342904,514,514
10,0,343907,514,514
10,0,344909,514,512
10,0,345912,514,513
10,0,346914,514,513
10,0,347918,514,513
10,0,348920,512,512
10,0,349923,512,512
10,0,350925,512,512
10,0,351928,512,512
10,0,352930,512,511
10,0,353934,512,513
10,0,354936,512,513
10,0,355939,512,512
10,0,356941,512,512
10,0,357944,512,513
10,0,358946,512,513
10,0,359950,512,512
10,0,360952,512,512
10,0,361955,512,512
10,0,362957,512,512
10,0,363960,512,510
10,0,364962,512,510
10,0,365966,512,511
10,0,366968,512,512
10,0,367971,512,510
10,0,368973,512,510
10,0,369976,512,512
10,0,370978,512,512
10,0,371981,512,510
10,0,372984,512,509
10,0,373987,510,511
10,0,374989,510,511
10,0,375992,510,510
10,0,376994,510,510
10,0,377997,510,510
10,0,379000,510,510
10,0,380003,510,509
10,0,381005,510,509
10,0,382008,510,510
10,0,383010,510,510
10,0,384013,510,508
10,0,385016,510,508
